,Player,PPR_Projected_2023
2825,Nick Boyle,54.56281741206728
1994,Jordan Howard,54.529867813961175
1025,Dawson Knox,54.51904569674134
1564,J.D. McKissic,54.43576899100716
1728,Jamison Crowder,54.42145476565487
2343,Kyle Rudolph,54.41523770335585
1473,Greg Olsen,54.376431329326465
3039,Rashod Bateman,54.35005579111109
3081,Ricky Seals-Jones,54.32430355669761
2765,Mo Alie-Cox,54.31998772412323
2724,Mike Glennon,54.315728891491084
614,Chris Godwin,54.31354392134247
1086,DeeJay Dallas,54.30761242366818
3065,Rhett Ellison,54.30503065589661
105,Alfred Morris,54.291443726046374
2466,Mack Hollins,54.270874824801
3024,Rashaad Penny,54.260528855935696
1299,Eli Manning,54.2402383083265
2568,Marvin Hall,54.21178822623325
3281,Seth Roberts,54.108400241297375
3001,Quintez Cephus,54.108400241297375
2334,Kyle Juszczyk,54.01060743379608
711,Cole Beasley,53.98521867298879
147,Ameer Abdullah,53.97699604985434
3753,Will Dissly,53.97629454720047
1603,Jacob Hollister,53.96336856775101
1226,Donald Parham,53.90973971758583
403,Brian Hill,53.87281421529867
2259,Kenny Golladay,53.87007049218779
2130,Justin Jackson,53.869969819672576
827,DaeSean Hamilton,53.858552379520575
3444,Terrelle Pryor,53.85620837708344
2944,Paul Richardson,53.836187659762615
725,Collin Johnson,53.766682507251915
1454,Giovani Bernard,53.71943353548241
3233,Samaje Perine,53.67119694934535
3555,Tre'Quan Smith,53.61228373601712
2342,Kyle Rudolph,53.60323568613589
753,Corey Clement,53.51107010984606
2251,Kenneth Dixon,53.45697735626849
3497,Tommy Tremble,53.24313270246834
2132,Justin Jackson,53.191132958246435
2978,Phillip Lindsay,53.17451943064931
2012,Jordan Thomas,53.12017846282857
600,Chosen Anderson,53.040433906286644
1519,Ian Thomas,52.92627348859958
1265,Duke Johnson,52.680290453076914
1887,Jimmy Garoppolo,52.5989383904937
3488,Tom Savage,52.59211442873269
1241,Dontrelle Inman,52.540213793558976
1191,Devlin Hodges,52.43696863406674
2669,Michael Campanaro,52.41017921552792
2847,Nick O'Leary,52.37515270974561
868,Damiere Byrd,52.33819438796868
3375,Tajae Sharpe,52.17502848421004
2486,Marcedes Lewis,52.15408241625024
3552,Tre'Quan Smith,52.09175812625584
1983,Jonnu Smith,52.048003133521384
1638,Jakeem Grant,52.02817903615979
1255,Drew Lock,52.0125742211446
871,Damiere Byrd,51.9404342560051
1894,Jimmy Graham,51.93409757004315
3670,Tyler Huntley,51.90728147096215
3034,Rashard Higgins,51.89636963828037
3027,Rashaad Penny,51.809355210259625
2975,Phillip Dorsett,51.76228634443496
746,Cordarrelle Patterson,51.74198909079595
2693,Michael Thomas,51.741183715275746
2557,Marquise Goodwin,51.740312470296196
3740,Wan'Dale Robinson,51.729455881863075
3623,Ty Johnson,51.64081075225509
3400,Tavon Austin,51.61505588512764
34,Adam Humphries,51.561241900172725
104,Alfred Morris,51.55334163676825
1884,Jimmy Garoppolo,51.49534196441065
1556,Ito Smith,51.38302399608442
3796,Zach Zenner,51.32633005785017
1260,Drew Stanton,51.31316423435755
1709,James O'Shaughnessy,51.236257402889834
53,Adrian Peterson,51.15056921320238
2019,Jordan Wilkins,51.13835290011476
294,Benny Cunningham,51.12577447797945
933,Darrel Williams,51.07315750562182
718,Cole Kmet,50.9436481778632
1491,Harrison Bryant,50.855429697324716
2734,Mike Tolbert,50.68633973401413
917,Dare Ogunbowale,50.65844351597339
1452,Giovani Bernard,50.63171523100514
1368,Foster Moreau,50.6237563054856
1447,Geronimo Allison,50.61661448815156
547,Chad Beebe,50.57324453747303
399,Brevin Jordan,50.5288636913925
2835,Nick Foles,50.50274206334015
1772,Jason Croom,50.49051794702947
1539,Isaiah Ford,50.42232876360133
4,A.J. Derby,50.36301991999363
3514,Torrey Smith,50.36278399139383
702,Cody Latimer,50.259522663542825
644,Chris Moore,50.259396006457955
2954,Peyton Barber,50.24862229109198
1753,Jaret Patterson,50.24862229109198
2525,Mark Ingram,50.23909329025646
3754,Will Dissly,49.92394876279354
98,Alexander Mattison,49.740916860890565
2953,Peyton Barber,49.398343161273274
1760,Jaron Brown,49.04678338281002
1087,DeeJay Dallas,49.00310358808043
605,Chris Carson,48.8494242174123
1708,James O'Shaughnessy,48.84591667644557
3082,Ricky Seals-Jones,48.79806151764259
2120,Justin Hardy,48.775373083281835
1096,Demarcus Robinson,48.775373083281835
3378,Tajae Sharpe,48.76918718620807
67,Albert Wilson,48.62950822650986
3064,Rhett Ellison,48.62592105279489
1003,David Moore,48.60230261766094
565,Charles Clay,48.585136376566695
1907,Joe Flacco,48.574000940177534
2006,Jordan Reed,48.5400195004332
1625,Jake Ferguson,48.48570465104376
2458,Lynn Bowden Jr.,48.46058228853843
368,Brandon Powell,48.36979273068501
1112,Denzel Mims,48.36005059252626
2896,Odell Beckham Jr.,48.305587175870386
1474,Greg Ward,48.239126275938446
1085,DeeJay Dallas,48.181968790240546
2439,Logan Thomas,47.963842681338626
3214,Ryquell Armstead,47.868479141542174
1422,Geno Smith,47.86603950914385
2142,Juwan Johnson,47.805299182348335
1547,Isaiah McKenzie,47.667052240105384
3181,Ryan Fitzpatrick,47.627631213368865
1667,Jalen Richard,47.57809418579072
1229,Donovan Peoples-Jones,47.54445352534144
3627,Ty Montgomery,47.435107523079985
2852,Nick Vannett,47.37462222532688
1271,Durham Smythe,47.34074066183591
2356,La'Mical Perine,47.2668038957302
3496,Tommy Tremble,47.21538227233305
3243,Sammy Watkins,46.72154430601709
518,Carlos Hyde,46.698665501671734
3602,Trey Quinn,46.63446931479893
916,Dare Ogunbowale,46.5202495414804
1550,Isaiah Wright,46.49795450798763
2563,Martavis Bryant,46.4080692250554
3345,Steven Sims,46.168957612773475
232,Ashton Dulin,45.61029130357586
476,C.J. Uzomah,45.51371896976617
1294,Ed Dickson,45.42004148869981
18,Aaron Jones,45.379286615911596
3118,Robert Tonyan,45.347492573579686
1855,Jeremy Sprinkle,45.345848042112486
2072,Josh Reynolds,45.337924444038165
790,Cyril Grayson,45.320582047388726
2375,Laquon Treadwell,45.299766621485745
549,Chad Hansen,45.2928168183646
980,David Bell,45.283890463724184
2002,Jordan Matthews,45.280896920015984
612,Chris Evans,45.23084796361275
1104,Demetric Felton,45.23084796361275
2431,Lil'Jordan Humphrey,45.21252822670641
1919,John Bates,45.203227639018685
3443,Terrelle Pryor,45.192274878277374
51,Adam Trautman,45.11571581184437
3755,Will Dissly,45.11571581184437
1243,Dontrelle Inman,45.10082026879167
3354,T.J. Jones,45.10082026879167
1545,Isaiah McKenzie,45.08409394728044
1646,Jakobi Meyers,45.06482167996112
3023,Rashaad Penny,45.00536994903684
3456,Tevin Coleman,44.99118243564167
1833,Jeff Wilson,44.9052197537633
334,Boston Scott,44.80187581423707
1692,Jameis Winston,44.66401341596903
2330,Kyle Juszczyk,44.58735848861798
934,Darrel Williams,44.484478830100144
3622,Ty Johnson,44.4174783570224
1737,Jamycal Hasty,44.413301958668825
482,Caleb Huntley,44.22702672928404
2778,MyCole Pruitt,43.61870577598137
3298,Skyy Moore,43.527461007074734
2426,Levine Toilolo,43.34750277739652
1590,Jack Doyle,43.25250879182708
1905,Joe Flacco,43.2466410818353
3788,Zach Pascal,43.242044837067446
500,Cam Sims,43.242044837067446
2603,Matt LaCosse,43.23398095578685
172,Andy Isabella,43.21984011167559
3002,Quintez Cephus,43.21984011167559
3253,Scott Miller,43.212393282751044
584,Chase Edmonds,43.14324157120605
1818,Jeff Driskel,43.06842708038795
377,Brandon Zylstra,43.04956518267923
1080,Dede Westbrook,43.044283958132254
3469,Tim Patrick,43.04000557934026
2904,Olamide Zaccheaus,43.02716890047202
233,Ashton Dulin,43.00958463387685
658,Chris Thompson,42.999516226276
1175,Devin Duvernay,42.97711994406879
3422,Ted Ginn Jr.,42.945518730634504
2471,Malcolm Brown,42.80632780415367
2523,Mark Ingram,42.610819728303824
3625,Ty Johnson,42.5205234795963
2055,Josh Johnson,42.50640928945989
1306,Elijah Mitchell,42.39346529416085
3534,Travis Homer,42.302831964205716
296,Benny Snell Jr.,42.23172943584365
1793,Javonte Williams,42.07690994657993
2528,Mark Walton,41.88563887397212
2109,Justice Hill,41.856338050563004
1843,Jeremy Kerley,41.71673831828625
305,Blaine Gabbert,41.30385294557913
3663,Tyler Higbee,41.285157141270595
2168,Kalen Ballage,41.267937438396665
41,Adam Shaheen,41.24733636676818
1641,Jakeem Grant,41.2435151755002
1979,Jonnu Smith,41.1925923172206
353,Brandon Bolden,41.18383499410331
1011,David Njoku,41.1577371191135
3803,Zay Jones,41.14785009388251
1763,Jarrett Stidham,41.14408408831745
1921,John Brown,41.095181604748774
2482,Malik Turner,41.05442251200078
2067,Josh Oliver,41.052375915469476
2056,Josh Johnson,41.04103638373193
2610,Matt Moore,40.98721920903442
3322,Stephen Anderson,40.98020300835603
2498,Marcus Johnson,40.977868681833634
981,David Blough,40.97536727873117
534,Cedrick Wilson Jr.,40.93215949814587
1941,John Ross,40.83423346272248
1540,Isaiah Ford,40.78191587284776
3066,Rhett Ellison,40.768579164863446
1523,Ian Thomas,40.765251846527505
2737,Mike White,40.75388513013359
2297,KhaDarel Hodge,40.70703650817542
292,Bennie Fowler,40.68870790919356
760,Corey Davis,40.66591225829647
2221,Keke Coutee,40.622116439027906
383,Braxton Miller,40.61447168412543
2128,Justin Jackson,40.606611083820404
2454,Luke Willson,40.57299374662086
3743,Wayne Gallman,40.51661397535911
1613,Jacquizz Rodgers,40.49481850347315
1108,Demetrius Harris,40.47158371889912
3008,Raheem Blackshear,40.38549122011408
2955,Peyton Hendershot,40.329389359933856
1273,Durham Smythe,40.30348598094853
389,Breshad Perriman,40.18623987620301
2329,Kyle Juszczyk,40.17405555714864
1322,Equanimeous St. Brown,40.163895188532365
107,Alfred Morris,40.138448446831354
2979,Phillip Lindsay,40.138448446831354
3153,Ross Dwelley,40.12781142730191
3030,Rashard Higgins,40.10540284829083
1755,Jarius Wright,40.09650579242704
348,Brandon Allen,40.072212490803544
454,C.J. Beathard,40.05546072957367
1069,DeVante Parker,39.94975177609472
2769,Mohamed Sanu,39.86069291039513
2963,Pharoh Cooper,39.84636379115884
1956,Johnny Mundt,39.7701889407603
3562,Trent Taylor,39.75379896710885
1850,Jeremy McNichols,39.74045634823473
3737,Vyncint Smith,39.72713102110806
3113,Robert Kelley,39.676583688378834
2490,Marcedes Lewis,39.65855428433784
2018,Jordan Wilkins,39.64692276835108
701,Cody Kessler,39.636216183591664
2107,Justice Hill,39.61964540032911
1538,Isaiah Ford,39.61086357641219
2222,Keke Coutee,39.50559051330673
2122,Justin Hardy,39.50536064703558
1127,Deonte Harty,39.49460977319544
141,Amari Rodgers,39.46172147095675
861,Damien Williams,39.45997525263277
102,Alfred Blue,39.42386537883079
2514,Marcus Murphy,39.38450745905623
264,Bailey Zappe,39.34799603921114
2592,Matt Breida,38.980247058972864
2017,Jordan Wilkins,38.89840246260195
1799,Jay Ajayi,38.66129072293369
1987,Jordan Akins,38.559600255125495
324,Bo Scarbrough,38.512206324130894
3289,Shane Zylstra,38.285555906487836
1701,James Develin,38.26825847386136
2912,P.J. Walker,37.961619944449595
71,Alec Ingold,37.94147845438151
640,Chris Moore,37.9198505549949
406,Brian Hoyer,37.86182756376598
3398,Tavon Austin,37.726652114860826
362,Brandon LaFell,37.700012404975624
2688,Michael Roberts,37.68681749059587
3430,Teddy Bridgewater,37.646580335402305
2745,Miles Boykin,37.64043427724869
2895,O.J. Howard,37.49298933501195
1168,Desmond Ridder,37.490540649222
591,Chester Rogers,37.46864199157025
589,Chester Rogers,37.43682498621989
847,Dalvin Cook,37.37664913575975
2609,Matt Moore,37.372518242782895
3171,Russell Shepard,37.363591355640715
3717,Van Jefferson,37.35939234929757
1396,Gardner Minshew II,37.34578335800193
2368,Lance Kendricks,37.33994330325693
731,Colt McCoy,37.318923787179926
2001,Jordan Matthews,37.316588779106944
2649,Maxx Williams,37.30286304784377
2542,Marquez Callaway,37.28922380745479
557,Chad Williams,37.28674885096411
1639,Jakeem Grant,37.25743103720515
2367,Lance Kendricks,37.25271831005131
3733,Virgil Green,37.25271831005131
448,Byron Pringle,37.24560880591686
2403,Le'Veon Bell,37.207968736227826
1425,Geoff Swaim,37.20762290539271
2331,Kyle Juszczyk,37.19323347732947
1063,DeSean Jackson,37.186935980758015
2178,Kapri Bibbs,37.18621843787684
3170,Russell Shepard,37.16382215566963
1337,Eric Saubert,37.15957872799164
512,Cameron Brate,37.12167413547793
3632,Ty'Son Williams,37.10749937982071
734,Connor Heyward,37.0958758704285
2537,Marlon Mack,37.07167195943763
3792,Zach Pascal,37.05619074305576
2042,Josh Gordon,37.03069899244466
3648,Tyler Conklin,37.02654230564601
2760,Mitchell Wilcox,37.020192966189846
3416,Taywan Taylor,37.010955801280986
2192,KeeSean Johnson,36.99891519242313
3724,Velus Jones Jr.,36.75783246294745
798,D'Onta Foreman,36.70086371009047
2698,Mike Boone,36.51867206941346
3218,Salvon Ahmed,36.297919952981744
766,Corey Grant,36.159112125453944
3228,Sam Ehlinger,35.87598759527045
2325,Kyle Allen,35.71296124002417
1225,Donald Parham,35.06036701858985
2121,Justin Hardy,34.768750831730216
1214,Dion Sims,34.69108155073292
3678,Tyler Kroft,34.66507155629756
3677,Tyler Kroft,34.58855986371786
1107,Demetrius Harris,34.564908194523326
946,Darren Fells,34.54686123165782
2958,Pharaoh Brown,34.44545120393608
1313,Elijhaa Penny,34.39116185760343
3662,Tyler Higbee,34.387061797837966
2902,Olabisi Johnson,34.37553376120606
3805,Zay Jones,34.35423756446857
1544,Isaiah McKenzie,34.25068255597634
291,Bennie Fowler,34.14007486873965
3325,Stephen Anderson,34.13177653595189
1831,Jeff Wilson,34.117681156591495
1789,Javon Wims,34.082103217734975
1660,Jalen Nailor,34.06130542261264
873,Damion Ratley,34.06130542261264
2235,Kendall Hinton,34.059083166010986
3337,Sterling Shepard,34.059083166010986
2300,Khalil Shakir,33.96874059856265
694,Cody Core,33.96874059856265
289,Ben Watson,33.941292628804824
732,Colt McCoy,33.937319623508294
3358,T.J. Yates,33.85438270376913
2959,Pharaoh Brown,33.82649031037273
1131,Deonte Thompson,33.822717810319475
2540,Marquez Callaway,33.81189464943359
263,Avery Williams,33.80635969291596
3521,Travaris Cadet,33.61598520448817
2476,Malik Davis,33.604132135742375
1446,Geronimo Allison,33.58575124246402
1300,Eli Rogers,33.511383159144984
564,Charles Clay,33.454248245424715
3057,Rex Burkhead,33.40849465355379
2725,Mike Glennon,33.38070346944709
1346,Erik Swoope,33.33134654607411
777,Craig Reynolds,33.25277315242717
1707,James O'Shaughnessy,33.23134356488314
424,Brock Wright,33.192537190853756
303,Bilal Powell,33.19002799078716
3638,Tyler Boyd,33.128772277564074
1476,Greg Ward,33.119027041798205
3671,Tyler Johnson,33.038429710115736
446,Byron Pringle,33.038429710115736
1383,Freddie Swain,33.038429710115736
1034,De'Anthony Thomas,33.038429710115736
1946,Johnny Holton,32.97161393726035
2048,Josh Hill,32.97073506335489
2591,Matt Breida,32.96230783154539
386,Brent Celek,32.94241184975996
3080,Ricky Seals-Jones,32.94058095936088
1860,Jerick McKinnon,32.91067064876614
1521,Ian Thomas,32.8909385177003
3524,Travis Benjamin,32.88827436655893
2480,Malik Turner,32.78828770884754
703,Cody Latimer,32.78064295394506
1706,James O'Shaughnessy,32.724146035533415
3566,Trenton Cannon,32.69647140006181
1522,Ian Thomas,32.660630160137245
3782,Zach Gentry,32.660630160137245
2770,Mohamed Sanu,32.623797004816005
1711,James Proche,32.623797004816005
2450,Luke Stocker,32.611773587246134
3135,Rodney Smith,32.5493046698967
2026,Josh Adams,32.53386482343284
1289,Dyami Brown,32.51521520254518
3783,Zach Gentry,32.49518123161307
1879,Jesse James,32.488985567776716
2567,Marvin Hall,32.441678556852565
3742,Wayne Gallman,32.43945463186282
1195,Devonta Freeman,32.41609900343424
3100,River Cracraft,32.392849738043374
2189,Ke'Shawn Vaughn,32.35486491125629
3190,Ryan Griffin,32.27254091523279
2094,JuJu Smith-Schuster,32.26456661040494
1824,Jeff Heuerman,32.24304532646836
1996,Jordan Leggett,32.135621221235894
1267,Duke Williams,32.1350629818727
3655,Tyler Eifert,32.10541454446295
3347,Steven Sims,32.05115886072341
15,AJ Dillon,31.93575632018708
3474,Tion Green,31.93575632018708
3163,Royce Freeman,31.846932595827077
2499,Marcus Johnson,31.829370478417047
2702,Mike Davis,31.774838277021747
3746,Wendell Smallwood,31.648542439574666
776,Craig Reynolds,31.23255434886616
970,Darwin Thompson,31.231756256339224
2000,Jordan Mason,31.144578168496952
2489,Marcedes Lewis,31.001497819636228
1885,Jimmy Garoppolo,30.86767375195459
323,Blake Jarwin,30.759337563788048
1331,Eric Ebron,30.733485494755538
2826,Nick Boyle,30.724308851801624
1437,Gerald Everett,30.712049456285865
2893,O.J. Howard,30.704492439138342
2283,Kevin Hogan,30.655656709068065
947,Darren Fells,30.624290136879782
2137,Justin Watson,30.614966569306816
2556,Marquise Goodwin,30.568199210685872
1784,Jason Witten,30.533377382008972
184,Anthony Firkser,30.495566557985534
196,Anthony Schwartz,30.487207507957216
2894,O.J. Howard,30.465162157731786
1920,John Bates,30.439152163296423
2849,Nick O'Leary,30.439152163296423
3613,Troy Niklas,30.428606141502694
1634,Jake Luton,30.39518421529506
49,Adam Trautman,30.377132809443015
2399,Lawrence Cager,30.357738052499315
1470,Greg Olsen,30.353415396532096
3420,Teagan Quitoriano,30.345505813364152
2035,Josh Bellamy,30.335764178360552
392,Breshad Perriman,30.29920816213146
2200,Keelan Cole,30.29920816213146
364,Brandon Marshall,30.29920816213146
3470,Tim Patrick,30.200333864007057
1395,Gardner Minshew II,30.188677067123706
2647,Maxx Williams,30.14502241345785
822,DJ Chark,30.14029567733597
3131,Rod Smith,30.125841529087776
2870,Noah Brown,30.107769039957066
2212,Keith Kirkwood,30.1033588771029
2604,Matt LaCosse,30.086630061554605
1637,Jakeem Grant,30.04501766189676
2492,Marcell Ateman,30.038223784912027
1555,Ito Smith,30.03426486544633
3250,Scott Miller,30.0316014936317
2465,Mack Hollins,30.023788369733023
185,Anthony Firkser,30.015624434086615
1114,Denzel Mims,30.015489532814545
1227,Donald Parham,30.01101863340261
2917,Parris Campbell,30.01101863340261
641,Chris Moore,30.010185858856115
1106,Demetrius Harris,29.99637370642281
430,Bryan Edwards,29.988622351195396
363,Brandon Marshall,29.968125887218502
3556,Trent Sherfield,29.962654580484188
1588,Jace Sternberger,29.95723208218337
2354,Kyren Williams,29.95100236505718
3806,Zay Jones,29.934835799976156
466,C.J. Ham,29.871453004954798
2823,Nick Boyle,29.870872256042922
969,Darwin Thompson,29.837652000358933
1896,Jody Fortson,29.824248474865545
183,Anthony Fasano,29.817588929444813
144,Ameer Abdullah,29.795591367229584
3162,Royce Freeman,29.592642657135112
2193,KeeSean Johnson,29.576548373553788
3437,Terrace Marshall Jr.,29.576548373553788
1413,Gary Brightwell,29.40782796144235
2701,Mike Boone,29.371513154021176
2618,Matt Schaub,29.345626629690535
1974,Jonathan Williams,29.1605489925377
2784,N'Keal Harry,29.116238084746957
1296,Eddie Lacy,29.104474916728368
467,C.J. Ham,29.07858529451096
3582,Trevor Davis,28.93038427738133
1822,Jeff Heuerman,28.82001697599089
1725,James White,28.806619023931404
3462,Thomas Rawls,28.806411413505504
3732,Virgil Green,28.680346591192265
3720,Vance McDonald,28.654336596756902
1830,Jeff Wilson,28.615650772459546
1630,Jake Kumerow,28.57318094421343
2437,Logan Thomas,28.55094861182103
3397,Tavon Austin,28.54927069824309
3728,Vernon Davis,28.546342811137027
2266,Kenny Stills,28.546342811137027
2677,Michael Floyd,28.546342811137027
2824,Nick Boyle,28.384582951710204
3396,Tavon Austin,28.366723768383903
2463,Mack Hollins,28.34494710410657
2409,LeSean McCoy,28.33116575453722
1716,James Washington,28.313134427026093
1704,James Mitchell,28.3033116734626
3439,Terrance West,28.29319828109231
38,Adam Shaheen,28.272381743234853
2915,Parris Campbell,28.266875700977117
3706,Tyrod Taylor,28.10167910378918
464,C.J. Ham,27.76795895694799
2984,Pierre Strong,27.736182820744602
2011,Jordan Taylor,27.694679950536138
3199,Ryan Izzo,27.652898745447498
1040,DeAndre Carter,27.611012182349928
2167,Kalen Ballage,27.47308479842887
2296,KhaDarel Hodge,27.434075193985624
2836,Nick Foles,27.2800457830751
505,Cameron Batson,27.09983944609023
1663,Jalen Reagor,27.066889477130406
3361,T.J. Yeldon,27.039822597242146
1615,Jaeden Graham,26.96368225451659
1343,Eric Tomlinson,26.827829158688537
461,C.J. Fiedorowicz,26.781427846532328
1827,Jeff Smith,26.755697213559937
1978,Jonnu Smith,26.692088936842012
400,Brevin Jordan,26.678039861596456
2425,Levine Toilolo,26.620537339626395
1242,Dontrelle Inman,26.495092457009424
1142,Derek Carrier,26.337656599877665
1062,DeSean Jackson,26.31271264939198
1369,Foster Moreau,26.239636119963045
2488,Marcedes Lewis,26.20698907425672
1237,Dontrell Hilliard,26.19088309753274
806,D.J. Foster,25.966456479668043
1574,JJ Arcega-Whiteside,25.930558833455066
3152,Ross Dwelley,25.921472611376693
2444,Louis Murphy,25.887588630829217
1525,Ihmir Smith-Marsette,25.869960288121728
236,Auden Tate,25.85767537128285
2491,Marcedes Lewis,25.84136100431678
2714,Mike Gesicki,25.817464330617273
756,Corey Clement,25.785464389038438
2161,Kaden Smith,25.744590641854387
536,Cedrick Wilson Jr.,25.722259245067743
1927,John Hightower,25.696701840834578
355,Brandon Bolden,25.636278652468402
3532,Travis Homer,25.621915410846725
922,Darius Jennings,25.440913569932505
908,Dante Pettis,25.439774108301158
3630,Ty Montgomery,25.420968729549767
1520,Ian Thomas,25.40453636107115
2156,KJ Hamler,25.341432213542625
445,Byron Pringle,25.315010491239622
748,Cordarrelle Patterson,25.262573935012743
434,Bryce Petty,25.24914248841742
531,Case Keenum,25.22622855562553
57,Adrian Peterson,25.221583633314875
3489,Tommy Bohanon,25.212629637187387
2855,Nick Vannett,25.17651239691207
2176,Kamar Aiken,25.16379266423739
2786,N'Keal Harry,25.15914731745318
1977,Jonathan Williams,25.155806912751018
1984,Jordan Akins,25.113172976851764
373,Brandon Williams,25.110163814072223
1095,Demarcus Robinson,25.08415381963686
2469,Malcolm Brown,25.078290450735818
171,Andy Isabella,25.043479579952255
1288,Dyami Brown,25.027403865853866
2787,N'Keal Harry,25.02708181950861
470,C.J. Prosise,25.007261363397618
3304,Sony Michel,24.981554584119646
88,Alex Erickson,24.954487920961757
2376,Laquon Treadwell,24.942161750361088
2089,Josiah Deguara,24.942137928668814
1320,Eno Benjamin,24.936953696734946
1065,DeSean Jackson,24.924015880917995
2238,Kendrick Bourne,24.924015880917995
126,Alshon Jeffery,24.903285794277537
2731,Mike Thomas,24.88431381585402
2853,Nick Vannett,24.874268558888485
2413,Lee Smith,24.85308912323727
2960,Pharaoh Brown,24.84955905752171
3044,Ray-Ray McCloud,24.8475411114484
1736,Jamycal Hasty,24.77681205614923
601,Chris Carson,24.763972874085468
915,Dare Ogunbowale,24.758136420644572
257,Austin Seferian-Jenkins,24.720645757736236
2869,Noah Brown,24.720161078150475
660,Christian Blake,24.720161078150475
2470,Malcolm Brown,24.676016419313726
513,Cameron Meredith,24.647793671745227
1866,Jermar Jefferson,24.62179637744504
804,D'Wayne Eskridge,24.56165460210087
3605,Trey Sermon,24.54129261806007
2646,Maxx Williams,24.49348559611806
877,Dan Arnold,24.467925632692953
3661,Tyler Ervin,24.414365527830594
393,Breshad Perriman,24.374680828680177
2475,Malcolm Perry,24.366289519564972
63,Albert Okwuegbunam,24.366289519564972
239,Austin Carr,24.365150057933626
3010,Raheem Mostert,24.35119842280365
181,Andy Jones,24.318490598107612
3752,Will Dissly,24.277384397633938
69,Alec Ingold,24.27236632631679
61,Albert Okwuegbunam,24.27236632631679
1459,Godwin Igwebuike,24.27164722788727
1495,Hassan Haskins,24.190496986568288
866,Damiere Byrd,24.17949466552401
3628,Ty Montgomery,24.144322849875447
627,Chris Hogan,24.140456005675436
3074,Richie James,24.129136988861916
1595,Jack Stoll,24.02590326038957
366,Brandon Powell,24.02505446156877
3277,Seth Devalve,23.999893265954206
3723,Vance McDonald,23.996911857672515
42,Adam Shaheen,23.96126535992203
2295,KhaDarel Hodge,23.896505281018335
3385,Tanner Hudson,23.896505281018335
1705,James O'Shaughnessy,23.878137966870433
1993,Jordan Howard,23.85448642209609
2780,Myles Gaskin,23.756221225581434
2374,Laquon Treadwell,23.748925012718814
2566,Marvin Hall,23.67008963783295
1496,Hayden Hurst,23.654719803395366
880,Dan Arnold,23.645537027782943
306,Blaine Gabbert,23.641240732436344
347,Brandon Allen,23.529314040413837
1819,Jeff Driskel,23.4279040126921
2500,Marcus Johnson,23.42211886430787
3220,Sam Bradford,23.374086837994607
3411,Taysom Hill,23.31873272319649
3466,Tim Boyle,23.24340427265285
3487,Tom Kennedy,23.177012163951133
3548,Tre McBride,23.177012163951133
2129,Justin Jackson,23.057738722454417
2434,Logan Paulsen,23.025292946275236
1429,Geoff Swaim,22.94034825993995
145,Ameer Abdullah,22.930059391464443
2086,Joshua Perkins,22.880497330541395
154,Andre Roberts,22.87872488281992
2854,Nick Vannett,22.840369768582477
1006,David Morgan,22.83675605635433
3389,Taquan Mizzell,22.802475401131762
910,Dante Pettis,22.733368071418457
1205,Dez Bryant,22.686895387471186
3179,Ryan Finley,22.545922722112596
2474,Malcolm Brown,22.51567519901173
1684,Jamal Agnew,22.49543614913132
2047,Josh Hill,22.476740486200445
1668,Jalen Richard,22.46198948991039
1398,Garrett Celek,22.445596403395495
1489,Hale Hentges,22.384246380421747
2761,Mo Alie-Cox,22.353036050043617
2201,Keelan Doss,22.252799827085454
285,Ben Skowronek,22.252799827085454
1309,Elijhaa Penny,22.21656439681084
872,Damion Ratley,22.21417192105328
1323,Equanimeous St. Brown,22.1320161062743
876,Dan Arnold,22.107090248033288
2721,Mike Glennon,21.97718050082074
2172,Kalif Raymond,21.897886897297962
3049,Reggie Bonnafon,21.897557445210442
87,Alex Erickson,21.895426899959222
1185,Devin Smith,21.835456052442343
2173,Kalif Raymond,21.784274963253644
1829,Jeff Smith,21.784274963253644
387,Brenton Bersin,21.784274963253644
2971,Phillip Dorsett,21.784274963253644
936,Darrel Williams,21.607861377524358
1878,Jesse James,21.55373452132483
3075,Richie James,21.542178658289025
631,Chris Johnson,21.529215299217466
1015,David Sills,21.47700503108733
744,Cooper Rush,21.37807258044156
726,Collin Johnson,21.37361704615146
2473,Malcolm Brown,21.3557006763995
1906,Joe Flacco,21.203314847329747
1274,Dwayne Allen,21.100793134307775
2416,Lee Smith,21.074783139872412
2081,Joshua Dobbs,21.033107699173996
2777,MyCole Pruitt,21.00684962186872
70,Alec Ingold,20.97139515493654
3120,Robert Turbin,20.825720876450966
940,Darrell Daniels,20.812008485999637
2848,Nick O'Leary,20.785998491564275
3254,Scott Simonson,20.76995086560023
3559,Trent Sherfield,20.747976991461467
465,C.J. Ham,20.74725873802073
1150,Derek Watt,20.74144636074534
579,Chase Daniel,20.73821898707479
2316,Ko Kieft,20.72794439342924
3055,Reggie Gilliam,20.704584380767166
3611,Troy Fumagalli,20.682610506628404
3785,Zach Line,20.68247544592408
757,Corey Clement,20.676044930566334
3457,Tevin Coleman,20.650755989037737
1479,Gunner Olszewski,20.57908746098821
2244,Kene Nwangwu,20.57908746098821
2261,Kenny Golladay,20.496724262965696
2063,Josh McCown,20.49201722479049
352,Brandon Bolden,20.480594758615506
2989,Qadree Ollison,20.47938919175878
2320,Kristian Wilkerson,20.413580808958432
1895,Jody Fortson,20.413580808958432
2484,Malik Willis,20.315980710667116
1998,Jordan Love,20.20144328936592
2903,Olamide Zaccheaus,20.161420107833575
